,Code,Movie,Audience,Screen,genres,year,month,AgeRate
366,20140194,곡성,6879.769,7,미스터리,2015,10,청소년관람가
367,20158982,트릭,37.763,5,스릴러,2015,10,청소년관람가
368,20154906,사냥,645.58,27,액션,2015,10,청소년관람가
369,19750091,태풍을 일으킨 사나이,0.31,1,멜로/로맨스,2015,10,청소년관람가
370,20159645,특별수사: 사형수의 편지,1237.897,138,범죄,2015,10,청소년관람가
371,20158483,오빠생각,1069.864,1,드라마,2015,10,청소년관람가
372,19940063,장미의 나날,0.237,1,스릴러,2015,10,18세이상관람가
373,20158242,무서운 이야기 3 : 화성에서 온 소녀,96.662,88,공포(호러),2015,10,청소년관람가
374,20162431,극장판 프랭키와 친구들: 생명의 나무,55.568,15,애니메이션,2015,10,전체관람가
375,20161364,귀향,3586.442,1,드라마,2015,10,청소년관람가
376,20143509,엽기적인 그녀 2,74.581,16,멜로/로맨스,2015,10,청소년관람가
377,20145506,해어화,484.735,3,사극,2015,10,청소년관람가
378,20159641,위대한 소원,307.332,17,코미디,2015,10,청소년관람가
379,20142621,시간이탈자,1202.05,21,스릴러,2015,10,청소년관람가
380,20152782,"날, 보러와요",1062.288,31,미스터리,2015,10,18세이상관람가
381,19860024,겨울나그네,3.449,1,드라마,2015,10,18세이상관람가
382,20136068,히말라야,7759.635,1,드라마,2015,10,청소년관람가
383,20150902,대배우,165.401,188,코미디,2015,10,청소년관람가
384,19800068,바람불어 좋은 날,0.905,1,드라마,2015,10,18세이상관람가
385,19930013,여자의 일생,0.377,1,멜로/로맨스,2015,10,18세이상관람가
386,20145396,널 기다리며,633.208,48,스릴러,2015,10,18세이상관람가
387,20145507,검사외전,9706.777,4,범죄,2015,10,청소년관람가
388,20148048,베테랑,13414.136,1,액션,2015,10,청소년관람가
389,20148841,헬머니,523.494,1,코미디,2015,10,18세이상관람가
390,20161722,히야,21.501,16,드라마,2015,10,청소년관람가
391,20150977,좋아해줘,847.912,24,멜로/로맨스,2015,10,청소년관람가
392,20151021,순정,239.366,3,드라마,2015,10,청소년관람가
393,20145171,대호,1762.569,1,사극,2015,10,청소년관람가
394,20152541,무수단,12.952,228,미스터리,2015,10,청소년관람가
395,20150903,번개맨,68.734,8,판타지,2015,10,전체관람가
396,20157466,"로봇, 소리",475.622,49,드라마,2015,10,청소년관람가
397,20150025,내부자들: 디 오리지널,2082.913,39,범죄,2015,10,18세이상관람가
398,20068576,그날의 분위기,651.612,17,멜로/로맨스,2015,10,청소년관람가
399,20142641,나를 잊지 말아요,427.19,6,멜로/로맨스,2015,10,청소년관람가
400,20144442,조선마술사,627.379,53,드라마,2015,10,청소년관람가
401,20152370,잡아야 산다,54.27,24,코미디,2015,10,청소년관람가
402,19750002,애수의 샌프란시스코,0.405,1,멜로/로맨스,2015,10,전체관람가
403,20156748,열정같은소리하고있네,654.407,1,드라마,2015,10,청소년관람가
404,20149299,파일 : 4022일의 사육,1.286,4,미스터리,2015,10,18세이상관람가
405,20149266,차이나타운,1472.102,1,범죄,2015,10,18세이상관람가
406,20147130,타투,11.866,3,스릴러,2015,10,18세이상관람가
407,20156557,탐정 : 더 비기닝,2625.686,2,코미디,2015,10,청소년관람가
408,20157176,오디세오,0.862,1,공연,2015,10,전체관람가
409,20140144,도리화가,316.31,35,사극,2015,10,청소년관람가
410,20159002,서태지밴드 콘서트투어 '콰이어트나이트',5.361,6,공연,2015,10,전체관람가
411,20124034,도둑들,12983.821,1,액션,2015,10,청소년관람가
412,20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,6.736,9,애니메이션,2015,10,전체관람가
413,20143513,미쓰 와이프,988.391,2,코미디,2015,10,청소년관람가
414,20148851,암살,12704.656,6,액션,2015,10,청소년관람가
415,20145501,돌연변이,100.498,7,드라마,2015,10,청소년관람가
416,20157465,그놈이다,1045.218,35,스릴러,2015,10,청소년관람가
417,20157464,더 폰,1593.592,7,스릴러,2015,10,청소년관람가
418,20142855,성난 변호사,1127.747,21,범죄,2015,10,청소년관람가
419,20149961,미안해 사랑해 고마워,50.571,5,드라마,2015,10,청소년관람가
