movie_result
,Unnamed: 0,Code,Movie,Audience,Open,Screen,watchGradeNm,genres,year,month,Point
272,275,20164174,브이아이피,1373298,2017-08-23,2,청소년관람불가,범죄,2017,8,6.56
273,276,20161481,군함도,6591193,2017-07-26,6,15세이상관람가,액션,2017,7,5.02
274,277,20179407,로마의 휴일,134577,2017-08-30,5,15세이상관람가,코미디,2017,8,9.15
275,278,20124074,건축학개론,4112496,2012-03-22,1,12세이상관람가,멜로/로맨스,2012,3,8.65
276,279,20173826,구세주: 리턴즈,4052,2017-09-14,121,15세이상관람가,코미디,2017,9,4.63
277,280,19760017,진짜 진짜 잊지마,207,1976-02-14,1,12세이상관람가,드라마,1976,2,7.9
278,281,20165042,빅뱅 메이드,56200,2016-06-30,1,12세이상관람가,다큐멘터리,2016,6,8.99
279,282,20000044,공동경비구역 JSA,1089,2000-09-08,1,15세관람가,드라마,2000,9,9.27
280,283,20080697,안녕하세요 하나님,199,1987-12-24,1,연소자관람가,드라마,1987,12,8.77
281,284,20162343,악녀,1207119,2017-06-08,40,청소년관람불가,액션,2017,6,7.24
282,285,20100511,지옥화,3448,1958-04-20,1,미정,멜로/로맨스,1958,4,7.8
283,286,20166384,하루,1129233,2017-06-15,4,15세이상관람가,스릴러,2017,6,7.48
284,287,20169348,대립군,837310,2017-05-31,3,15세이상관람가,드라마,2017,5,7.7
285,288,20162722,보안관,2587648,2017-05-03,2,15세이상관람가,범죄,2017,5,8.19
286,289,19560023,격퇴,401,1956-04-04,1,12세이상관람가,전쟁,1956,4,4.8
287,290,20175581,파워배틀 와치카: 와치가면의 역습,23136,2017-06-01,2,전체관람가,애니메이션,2017,6,8.52
288,291,20177223,청춘 합창단 - 또 하나의 꿈,5041,2017-06-15,38,전체관람가,다큐멘터리,2017,6,8.24
289,292,20156708,석조저택 살인사건,351342,2017-05-09,7,15세이상관람가,스릴러,2017,5,7.63
290,293,20162871,특별시민,1362434,2017-04-26,6,15세이상관람가,드라마,2017,4,7.65
291,294,20161726,임금님의 사건수첩,1634038,2017-04-26,5,12세이상관람가,코미디,2017,4,8.04
292,295,20144444,아가씨,4288530,2016-06-01,1,청소년관람불가,스릴러,2016,6,7.13
293,296,19550028,미망인,1195,1955-12-10,1,청소년관람불가,드라마,1955,12,8.8
294,297,20173061,슈퍼 빼꼼: 스파이 대작전,98020,2017-05-03,10,전체관람가,애니메이션,2017,5,8.46
295,298,20174165,극장판 또봇: 로봇군단의 습격,141573,2017-04-27,4,전체관람가,애니메이션,2017,4,9.36
296,299,20162181,프리즌,2931897,2017-03-23,5,청소년관람불가,범죄,2017,3,7.8
297,300,19800040,미워도 다시 한번 '80,2141,1980-06-21,1,국민학생관람불가,드라마,1980,6,5.0
298,301,20167901,어느날,234586,2017-04-05,5,15세이상관람가,멜로/로맨스,2017,4,8.02
299,302,20080893,렌의 애가,1650,1969-01-01,1,15세이상관람가,드라마,1969,1,6.0
300,303,20161923,시간위의 집,128764,2017-04-05,14,15세이상관람가,미스터리,2017,4,8.23
301,304,20166421,재심,2420977,2017-02-15,2,15세이상관람가,드라마,2017,2,8.54
302,305,20139183,역린,3849700,2014-04-30,1,15세이상관람가,사극,2014,4,7.08
303,306,20150971,해빙,1204384,2017-03-01,4,15세이상관람가,스릴러,2017,3,6.58
304,307,20162381,일사각오,94825,2016-03-17,1,12세이상관람가,드라마,2016,3,9.19
305,308,20159657,최강전사 미니특공대: 영웅의 탄생,117291,2016-02-04,1,전체관람가,애니메이션,2016,2,8.4
306,309,20167902,보통사람,382202,2017-03-23,50,15세이상관람가,드라마,2017,3,8.41
307,311,20161723,싱글라이더,351276,2017-02-22,1,15세이상관람가,드라마,2017,2,8.14
308,312,20172401,왕을 참하라,4188,2017-03-16,1,청소년관람불가,드라마,2017,3,5.07
309,313,20167905,비정규직 특수요원,146802,2017-03-16,102,15세이상관람가,코미디,2017,3,6.63
310,314,20168668,레이디버그,40989,2017-02-22,17,전체관람가,애니메이션,2017,2,6.0
311,315,20144641,판도라,4583645,2016-12-07,1,12세이상관람가,드라마,2016,12,8.49
312,316,20156562,루시드 드림,102047,2017-02-22,2,15세이상관람가,SF,2017,2,5.86
313,317,19700035,미워도 다시 한번 3,1988,1970-01-01,1,12세이상관람가,드라마,1970,1,6.2
314,318,20151228,공조,7816521,2017-01-18,34,15세이상관람가,액션,2017,1,8.48
315,319,20161366,"그래, 가족",46378,2017-02-15,5,12세이상관람가,코미디,2017,2,8.9
316,320,19660041,물레방아,648,1966-11-10,1,12세이상관람가,멜로/로맨스,1966,11,6.67
317,321,19730023,흑권,592,1973-09-09,1,12세이상관람가,액션,1973,9,6.25
318,322,20161725,마스터,7150142,2016-12-21,5,15세이상관람가,액션,2016,12,8.14
319,323,20145503,검은 사제들,5442915,2015-11-05,1,15세이상관람가,미스터리,2015,11,8.45
320,324,20150966,사랑하기 때문에,340766,2017-01-04,4,12세이상관람가,코미디,2017,1,8.35
321,325,20152371,"당신, 거기 있어줄래요",1168597,2016-12-14,5,12세이상관람가,판타지,2016,12,8.85
322,326,19880070,칠수와 만수,321,1988-11-26,1,고등학생이상관람가,드라마,1988,11,8.63
323,327,20154661,형,2980397,2016-11-23,1,12세이상관람가,코미디,2016,11,8.46
324,328,20155223,목숨 건 연애,47805,2016-12-14,6,15세이상관람가,멜로/로맨스,2016,12,4.62
325,329,20153741,미씽: 사라진 여자,1153109,2016-11-30,1,15세이상관람가,미스터리,2016,11,8.47
326,330,19820019,만추,849371,2011-02-17,1,15세이상관람가,멜로/로맨스,2011,2,7.41
327,347,20112212,만추,1239,1982-02-28,1,연소자관람불가,드라마,1982,2,8.91
328,331,20154905,가려진 시간,510728,2016-11-16,5,12세이상관람가,드라마,2016,11,8.45
329,332,20140704,비밀은 없다,250829,2016-06-23,1,청소년관람불가,스릴러,2016,6,6.42
330,333,20123501,군도: 민란의 시대,4775811,2014-07-23,1,15세이상관람가,사극,2014,7,6.93
331,334,20150979,덕혜옹주,5599229,2016-08-03,2,12세이상관람가,사극,2016,8,8.52
332,335,20151022,걷기왕,95393,2016-10-20,1,12세이상관람가,드라마,2016,10,8.05
333,336,20160472,두 남자,59788,2016-11-30,23,청소년관람불가,범죄,2016,11,7.61
334,337,20153444,럭키,6974991,2016-10-13,1,15세이상관람가,코미디,2016,10,8.61
335,338,20163521,스플릿,757863,2016-11-09,4,15세이상관람가,드라마,2016,11,9.07
336,339,20156250,인천상륙작전,7049537,2016-07-27,1,12세이상관람가,전쟁,2016,7,8.09
337,340,20153443,아수라,2594028,2016-09-28,2,청소년관람불가,범죄,2016,9,6.2
338,341,19910067,천국의 계단,297,1992-02-15,1,고등학생이상관람가,드라마,1992,2,8.18
339,342,20124050,화차,2436810,2012-03-08,1,15세이상관람가,미스터리,2012,3,7.88
340,343,20163107,아더왕의 전설,847,2016-11-09,2,전체관람가,공연,2016,11,8.92
341,344,20150564,혼숨,286147,2016-10-26,73,15세이상관람가,공포(호러),2016,10,7.38
342,345,20150566,극장판 꼬마버스 타요의 에이스 구출작전,134658,2016-01-21,4,전체관람가,애니메이션,2016,1,8.72
343,346,20166541,달빛궁궐,152634,2016-09-07,4,전체관람가,애니메이션,2016,9,7.03
344,348,20159646,밀정,7499738,2016-09-07,3,15세이상관람가,액션,2016,9,8.4
345,349,20159648,"고산자, 대동여지도",973951,2016-09-07,1,전체관람가,사극,2016,9,7.68
346,350,20162704,극장판 안녕 자두야,280197,2016-05-04,1,전체관람가,애니메이션,2016,5,7.93
347,351,20162022,대결,32278,2016-09-22,2,15세이상관람가,액션,2016,9,6.84
348,352,20160041,인천상륙작전 : 익스텐디드 에디션(확장판),26950,2016-09-13,2,15세이상관람가,전쟁,2016,9,6.84
349,353,20154910,터널,7120241,2016-08-10,17,12세이상관람가,드라마,2016,8,8.41
350,354,20150968,국가대표 2,709240,2016-08-10,1,12세이상관람가,드라마,2016,8,8.67
351,355,19850074,화녀촌,449,1985-11-16,1,연소자관람불가,드라마,1985,11,8.25
352,356,20161961,나는 증인이다,557,2016-09-14,2,15세이상관람가,미스터리,2016,9,7.04
353,357,20150901,올레,66127,2016-08-25,60,15세이상관람가,드라마,2016,8,8.28
354,358,20140121,"1789, 바스티유의 연인들",4386,2014-09-18,6,전체관람가,뮤지컬,2014,9,8.96
355,359,20152105,"시발, 놈: 인류의 시작",965,2016-08-18,7,15세이상관람가,코미디,2016,8,6.6
356,360,20159644,봉이 김선달,2049396,2016-07-06,5,12세이상관람가,사극,2016,7,7.95
357,361,20156807,뽀로로 극장판 컴퓨터 왕국 대모험,445360,2015-12-10,1,전체관람가,애니메이션,2015,12,8.82
358,362,20156559,계춘할망,482259,2016-05-19,3,15세이상관람가,가족,2016,5,8.71
359,363,20050216,형사 Duelist,922680,2005-09-08,1,12세관람가,멜로/로맨스,2005,9,5.88
360,364,20150972,굿바이 싱글,2103766,2016-06-29,129,15세이상관람가,코미디,2016,6,8.22
361,365,20050239,너는 내 운명,2701544,2005-09-23,1,18세관람가,멜로/로맨스,2005,9,9.08
362,366,20140194,곡성,6879769,2016-05-12,7,15세이상관람가,미스터리,2016,5,7.61
363,367,20158982,트릭,37763,2016-07-13,5,15세이상관람가,스릴러,2016,7,6.2
364,368,20154906,사냥,645580,2016-06-29,27,15세이상관람가,액션,2016,6,6.51
365,369,19750091,태풍을 일으킨 사나이,310,1975-11-06,1,12세이상관람가,멜로/로맨스,1975,11,5.0
366,370,20159645,특별수사: 사형수의 편지,1237897,2016-06-16,138,15세이상관람가,범죄,2016,6,8.43
367,371,20158483,오빠생각,1069864,2016-01-21,1,12세이상관람가,드라마,2016,1,8.6
368,372,19940063,장미의 나날,237,1994-04-02,1,연소자관람불가,스릴러,1994,4,8.0
369,373,20158242,무서운 이야기 3 : 화성에서 온 소녀,96662,2016-06-01,88,15세이상관람가,공포(호러),2016,6,6.62
370,374,20162431,극장판 프랭키와 친구들: 생명의 나무,55568,2016-04-13,15,전체관람가,애니메이션,2016,4,8.6
371,375,20161364,귀향,3586442,2016-02-24,1,15세이상관람가,드라마,2016,2,9.22
372,376,20143509,엽기적인 그녀 2,74581,2016-05-12,16,15세이상관람가,멜로/로맨스,2016,5,3.32
373,377,20145506,해어화,484735,2016-04-13,3,15세이상관람가,사극,2016,4,8.02
374,378,20159641,위대한 소원,307332,2016-04-21,17,15세이상관람가,코미디,2016,4,7.76
375,379,20142621,시간이탈자,1202050,2016-04-13,21,15세이상관람가,스릴러,2016,4,7.65
376,380,20152782,"날, 보러와요",1062288,2016-04-07,31,청소년관람불가,미스터리,2016,4,7.49
377,381,19860024,겨울나그네,3449,1986-04-12,1,연소자관람불가,드라마,1986,4,8.55
378,382,20136068,히말라야,7759635,2015-12-16,1,12세이상관람가,드라마,2015,12,8.05
379,383,20150902,대배우,165401,2016-03-30,188,12세이상관람가,코미디,2016,3,6.19
380,384,19800068,바람불어 좋은 날,905,1980-11-27,1,연소자관람불가,드라마,1980,11,8.47
381,385,19930013,여자의 일생,377,1993-05-28,1,연소자관람불가,멜로/로맨스,1993,5,2.83
382,386,20145396,널 기다리며,633208,2016-03-10,48,청소년관람불가,스릴러,2016,3,8.05
383,387,20145507,검사외전,9706777,2016-02-03,4,15세이상관람가,범죄,2016,2,8.06
384,388,20148048,베테랑,13414136,2015-08-05,1,15세이상관람가,액션,2015,8,9.05
385,389,20148841,헬머니,523494,2015-03-05,1,청소년관람불가,코미디,2015,3,6.81
386,390,20161722,히야,21501,2016-03-10,16,12세이상관람가,드라마,2016,3,9.19
387,391,20150977,좋아해줘,847912,2016-02-17,24,12세이상관람가,멜로/로맨스,2016,2,8.35
388,392,20151021,순정,239366,2016-02-24,3,12세이상관람가,드라마,2016,2,8.86
389,393,20145171,대호,1762569,2015-12-16,1,12세이상관람가,사극,2015,12,8.07
390,394,20152541,무수단,12952,2016-03-03,228,15세이상관람가,미스터리,2016,3,3.04
391,395,20150903,번개맨,68734,2016-02-11,8,전체관람가,판타지,2016,2,6.4
392,396,20157466,"로봇, 소리",475622,2016-01-27,49,12세이상관람가,드라마,2016,1,8.66
393,397,20150025,내부자들: 디 오리지널,2082913,2015-12-31,39,청소년관람불가,범죄,2015,12,9.02
394,398,20068576,그날의 분위기,651612,2016-01-14,17,15세이상관람가,멜로/로맨스,2016,1,7.14
395,399,20142641,나를 잊지 말아요,427190,2016-01-07,6,15세이상관람가,멜로/로맨스,2016,1,6.95
396,400,20144442,조선마술사,627379,2015-12-30,53,12세이상관람가,드라마,2015,12,7.05
397,401,20152370,잡아야 산다,54270,2016-01-07,24,15세이상관람가,코미디,2016,1,5.57
398,402,19750002,애수의 샌프란시스코,405,1975-03-28,1,전체관람가,멜로/로맨스,1975,3,3.25
399,403,20156748,열정같은소리하고있네,654407,2015-11-25,1,15세이상관람가,드라마,2015,11,7.61
400,404,20149299,파일 : 4022일의 사육,1286,2015-12-10,4,청소년관람불가,미스터리,2015,12,3.35
401,405,20149266,차이나타운,1472102,2015-04-29,1,청소년관람불가,범죄,2015,4,6.97
402,406,20147130,타투,11866,2015-12-10,3,청소년관람불가,스릴러,2015,12,6.48
403,407,20156557,탐정 : 더 비기닝,2625686,2015-09-24,2,15세이상관람가,코미디,2015,9,8.6
404,408,20157176,오디세오,862,2015-10-22,1,전체관람가,공연,2015,10,8.12
405,409,20140144,도리화가,316310,2015-11-25,35,12세이상관람가,사극,2015,11,5.72
406,410,20159002,서태지밴드 콘서트투어 '콰이어트나이트',5361,2015-11-26,6,전체관람가,공연,2015,11,9.43
407,411,20124034,도둑들,12983821,2012-07-25,1,15세이상관람가,액션,2012,7,7.63
408,412,20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,6736,2015-11-19,9,전체관람가,애니메이션,2015,11,6.66
409,413,20143513,미쓰 와이프,988391,2015-08-13,2,15세이상관람가,코미디,2015,8,8.94
410,414,20148851,암살,12704656,2015-07-22,6,15세이상관람가,액션,2015,7,9.0
411,415,20145501,돌연변이,100498,2015-10-22,7,12세이상관람가,드라마,2015,10,7.19
412,416,20157465,그놈이다,1045218,2015-10-28,35,15세이상관람가,스릴러,2015,10,7.61
413,417,20157464,더 폰,1593592,2015-10-22,7,15세이상관람가,스릴러,2015,10,7.5
414,418,20142855,성난 변호사,1127747,2015-10-08,21,15세이상관람가,범죄,2015,10,8.15
415,419,20149961,미안해 사랑해 고마워,50571,2015-10-28,5,15세이상관람가,드라마,2015,10,7.4
