,Unnamed: 0,Code,Movie,Audience,Screen,genres,AgeRate,month,year,four_month,year_cat,Point,마동석,황정민,정만식,박성웅,라미란,송강호,오달수,성동일,조진웅,김희원
157,157,20174169,기묘한 가족,262.92,9,코미디,청소년관람가,2,2019,1,34,5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,158,20186202,신과함께-인과 연,12276.115,2,판타지,청소년관람가,8,2018,3,33,7.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,159,19970033,낮은 목소리 2,0.11900000000000001,1,다큐멘터리,청소년관람가,8,1997,3,18,8.83,,,,,,,,,,
160,160,20166602,그대 이름은 장미,86.838,2,코미디,청소년관람가,1,2019,1,34,7.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
161,161,20180868,뺑반,1826.154,9,범죄,청소년관람가,1,2019,1,34,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,162,20101003,혈투,44.461999999999996,1,액션,청소년관람가,2,2011,1,26,5.25,,,,,,,,,,
163,163,20185124,러브 유어셀프 인 서울,342.366,48,공연,전체관람가,1,2019,1,34,9.26,,,,,,,,,,
164,164,20183915,극장판 공룡메카드: 타이니소어의 섬,408.82199999999995,17,애니메이션,전체관람가,1,2019,1,34,9.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,165,20170658,PMC: 더 벙커,1670.859,5,액션,청소년관람가,12,2018,1,33,5.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,166,20183785,점박이 한반도의 공룡2 : 새로운 낙원,548.661,10,애니메이션,전체관람가,12,2018,1,33,9.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
167,167,20184187,언니,197.21099999999998,94,액션,18세이상관람가,1,2019,1,34,6.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,168,20168773,마약왕,1863.283,10,범죄,18세이상관람가,12,2018,1,33,6.63,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
169,169,20179230,도어락,1560.352,5,스릴러,청소년관람가,12,2018,1,33,6.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,170,20177538,완벽한 타인,5292.7119999999995,29,드라마,청소년관람가,10,2018,4,33,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
171,171,20183745,런닝맨 : 풀룰루의 역습,186.06400000000002,36,애니메이션,전체관람가,12,2018,1,33,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,172,20183650,번개맨의 비밀,49.367,113,가족,전체관람가,12,2018,1,33,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,173,20184481,성난황소,1590.5910000000001,98,범죄,청소년관람가,11,2018,4,33,7.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,174,20184529,트와이스랜드,17.823,10,다큐멘터리,전체관람가,12,2018,1,33,9.16,,,,,,,,,,
175,175,20182981,리벤져,2.322,45,액션,청소년관람가,12,2018,1,33,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,176,20183050,번 더 스테이지: 더 무비,312.584,57,기타,전체관람가,11,2018,4,33,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,177,20181561,덕구,315.164,4,드라마,전체관람가,4,2018,2,33,9.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,178,20189869,해피 투게더,24.826999999999998,5,드라마,청소년관람가,11,2018,4,33,8.58,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
179,179,20173202,버닝,528.372,1,미스터리,18세이상관람가,5,2018,2,33,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,180,20170513,동네사람들,459.918,28,액션,청소년관람가,11,2018,4,33,6.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,181,20176122,안시성,5439.308000000001,1,사극,청소년관람가,9,2018,4,33,8.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
182,182,20189746,극장판 뽀잉: 슈퍼 변신의 비밀,40.891999999999996,3,애니메이션,전체관람가,9,2018,4,33,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,183,20179006,여곡성,66.455,40,공포(호러),청소년관람가,11,2018,4,33,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,184,20189067,미쓰백,721.183,6,드라마,청소년관람가,10,2018,4,33,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,185,20179189,암수살인,3786.4120000000003,63,범죄,청소년관람가,10,2018,4,33,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,186,20020106,복수는 나의 것,1.9180000000000001,8,범죄,18세이상관람가,3,2002,2,21,8.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
187,187,20050148,친절한 금자씨,3121.204,9,스릴러,18세이상관람가,7,2005,3,23,7.26,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
188,188,20177308,협상,1967.721,4,범죄,청소년관람가,9,2018,4,33,7.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,189,20172469,허스토리,335.54,2,드라마,청소년관람가,6,2018,3,33,9.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,190,19760096,금욕,0.285,1,드라마,청소년관람가,3,1976,2,8,7.25,,,,,,,,,,
191,191,20184678,배반의 장미,40.208,57,코미디,청소년관람가,10,2018,4,33,6.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,192,20179101,공작,4974.34,1,드라마,청소년관람가,8,2018,3,33,6.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
193,193,20172204,명당,2084.319,4,사극,청소년관람가,9,2018,4,33,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,194,20167903,원더풀 고스트,448.316,9,코미디,청소년관람가,9,2018,4,33,7.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,195,20153446,너의 결혼식,2820.486,7,멜로/로맨스,청소년관람가,8,2018,3,33,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,196,20177537,상류사회,767.5889999999997,5,드라마,18세이상관람가,8,2018,3,33,4.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
197,197,20156554,물괴,719.9680000000003,90,액션,청소년관람가,9,2018,4,33,5.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
198,198,20170670,목격자,2522.729,64,스릴러,청소년관람가,8,2018,3,33,5.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,199,20188501,미친도시,1.992,2,드라마,청소년관람가,8,2018,3,33,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,200,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,677.788,6,애니메이션,전체관람가,7,2018,3,33,8.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,201,20179383,독전,5063.62,1,범죄,청소년관람가,5,2018,2,33,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
202,202,20170942,인랑,897.255,5,SF,청소년관람가,7,2018,3,33,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,203,20185341,마녀,3188.969,1,미스터리,청소년관람가,6,2018,3,33,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,204,20178161,탐정: 리턴즈,3152.5679999999998,5,코미디,청소년관람가,6,2018,3,33,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
205,205,20174369,변산,489.619,3,드라마,청소년관람가,7,2018,3,33,7.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,206,20162442,청년경찰,5653.444,1,액션,청소년관람가,8,2017,3,32,8.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
207,207,20188042,독전: 익스텐디드 컷,136.885,53,범죄,청소년관람가,7,2018,3,33,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
208,208,20187682,해적왕 작스톰,4.434,63,애니메이션,전체관람가,7,2018,3,33,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,209,20180282,속닥속닥,217.326,10,공포(호러),청소년관람가,7,2018,3,33,5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,210,20184101,여중생A,96.89299999999999,12,드라마,청소년관람가,6,2018,3,33,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,211,20170669,지금 만나러 갑니다,2601.857,15,멜로/로맨스,청소년관람가,3,2018,2,33,8.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,212,20159647,리얼,470.135,1,액션,18세이상관람가,6,2017,3,32,4.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
213,213,20186926,게이트-완결판,0.7709999999999999,5,범죄,청소년관람가,6,2018,3,33,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,214,20177005,레슬러,770.6310000000003,6,드라마,청소년관람가,5,2018,2,33,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
215,215,20189783,챔피언,1128.693,1,드라마,청소년관람가,5,2018,2,33,6.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,216,20100510,자유부인,2.278,1,드라마,18세이상관람가,6,1956,3,1,7.83,,,,,,,,,,
217,217,20181366,미니특공대X,99.971,1,애니메이션,전체관람가,3,2018,2,33,7.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,218,20173865,데자뷰,48.13399999999999,19,미스터리,청소년관람가,5,2018,2,33,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,219,20162869,택시운전사,12189.025,2,드라마,청소년관람가,8,2017,3,32,9.08,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
220,220,20151230,원라인,435.09,1,범죄,청소년관람가,3,2017,2,32,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,221,20177266,나를 기억해,140.7,2,미스터리,18세이상관람가,4,2018,2,33,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
222,222,20174602,노무현입니다,1855.489,1,다큐멘터리,청소년관람가,5,2017,2,32,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,223,20182221,스파키,35.43199999999999,1,애니메이션,전체관람가,4,2018,2,33,8.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,224,20153447,바람 바람 바람,1194.157,6,코미디,18세이상관람가,4,2018,2,33,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,225,20182021,번개맨과 신비의 섬,60.535,9,가족,전체관람가,4,2018,2,33,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,226,20175046,파파 오랑후탄,1.4469999999999998,3,다큐멘터리,청소년관람가,4,2018,2,33,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,227,20165045,머니백,53.51600000000001,5,액션,청소년관람가,4,2018,2,33,6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,228,20150976,신과함께-죄와 벌,14410.753999999999,1,판타지,청소년관람가,12,2017,1,32,7.98,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
229,229,20154908,7년의 밤,526.88,12,스릴러,청소년관람가,3,2018,2,33,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,230,20168323,염력,990.102,18,드라마,청소년관람가,1,2018,1,33,5.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,231,20150969,궁합,1339.68,1,코미디,청소년관람가,2,2018,1,33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,232,20178781,사라진 밤,1314.308,126,스릴러,청소년관람가,3,2018,2,33,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,233,20172244,치즈인더트랩,228.41299999999998,62,멜로/로맨스,청소년관람가,3,2018,2,33,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,234,20189525,젝스키스 에이틴,50.038000000000004,3,다큐멘터리,전체관람가,1,2018,1,33,9.28,,,,,,,,,,
235,235,20189663,게이트,99.73100000000001,20,범죄,청소년관람가,2,2018,1,33,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,236,20168250,골든슬럼버,1386.882,13,범죄,청소년관람가,2,2018,1,33,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,237,20177473,비밥바룰라,45.778999999999996,1,코미디,청소년관람가,1,2018,1,33,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,238,20176121,흥부: 글로 세상을 바꾼 자,416.13699999999994,7,사극,청소년관람가,2,2018,1,33,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,239,20179205,조선명탐정: 흡혈괴마의 비밀,2443.282,8,사극,청소년관람가,2,2018,1,33,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
240,240,20181741,예스 평창!,0.595,1,다큐멘터리,전체관람가,3,2018,2,33,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,241,20176104,그것만이 내 세상,3415.953,4,코미디,청소년관람가,1,2018,1,33,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,242,20170590,1987,7229.281,62,드라마,청소년관람가,12,2017,1,32,9.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,243,20189761,터닝메카드W: 반다인의 비밀 특별판,21.22,30,애니메이션,전체관람가,2,2018,1,33,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,244,20174846,뽀로로 극장판 공룡섬 대모험,826.003,2,애니메이션,전체관람가,12,2017,1,32,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,245,20168161,1급기밀,217.956,20,드라마,청소년관람가,1,2018,1,33,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,246,20161681,미옥,239.987,3,범죄,18세이상관람가,11,2017,4,32,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,247,20170402,강철비,4449.854,37,액션,청소년관람가,12,2017,1,32,8.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,248,20175830,돌아와요 부산항애(愛),5.824,82,범죄,청소년관람가,1,2018,1,33,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,249,20172742,범죄도시,6880.351,10,범죄,18세이상관람가,10,2017,4,32,9.22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,250,20173581,기억의 밤,1387.499,6,미스터리,청소년관람가,11,2017,4,32,8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,251,20010047,번지점프를 하다,4.055,1,드라마,청소년관람가,2,2001,1,20,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,20176769,광인옥한흠,2.681,5,다큐멘터리,전체관람가,12,2017,1,32,9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,253,20165748,꾼,4018.035,5,범죄,청소년관람가,11,2017,4,32,7.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,254,20175441,채비,177.428,1,드라마,청소년관람가,11,2017,4,32,9.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,255,20138712,꼭두각시,32.628,1,공포(호러),18세이상관람가,6,2013,3,28,5.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,256,20161762,반드시 잡는다,446.764,3,스릴러,청소년관람가,11,2017,4,32,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
257,257,20168754,7호실,346.986,5,코미디,청소년관람가,11,2017,4,32,6.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,258,20172603,부라더,1492.049,8,코미디,청소년관람가,11,2017,4,32,7.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,259,20175208,뷰티풀 투모로우,62.65,1,드라마,청소년관람가,10,2017,4,32,9.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,260,20173903,역모-반란의 시대,21.656999999999996,355,사극,청소년관람가,11,2017,4,32,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,261,20171817,넛잡 2,410.569,5,애니메이션,전체관람가,10,2017,4,32,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,262,20169643,침묵,493.673,8,드라마,청소년관람가,11,2017,4,32,7.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,263,20165450,남한산성,3846.7690000000002,20,사극,청소년관람가,10,2017,4,32,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,264,20171885,노트르담 드 파리,4.974,33,뮤지컬,전체관람가,11,2017,4,32,8.72,,,,,,,,,,
265,265,20164424,대장 김창수,377.07099999999997,51,드라마,청소년관람가,10,2017,4,32,7.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
266,266,20154907,희생부활자,322.207,19,미스터리,청소년관람가,10,2017,4,32,7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267,267,20154909,살인자의 기억법,2657.5570000000002,20,범죄,청소년관람가,9,2017,4,32,7.87,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
268,268,20151227,아빠는 딸,647.305,2,코미디,청소년관람가,4,2017,2,32,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,269,20150964,조작된 도시,2515.315,1,범죄,청소년관람가,2,2017,1,32,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,270,20151003,장산범,1306.387,5,미스터리,청소년관람가,8,2017,3,32,6.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,271,20172964,이웃집 스타,10.747,1,코미디,청소년관람가,9,2017,4,32,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,272,20164174,브이아이피,1373.2979999999998,2,범죄,18세이상관람가,8,2017,3,32,6.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,273,20161481,군함도,6591.193,6,액션,청소년관람가,7,2017,3,32,5.02,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,274,20179407,로마의 휴일,134.577,5,코미디,청소년관람가,8,2017,3,32,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,275,20124074,건축학개론,4112.496,1,멜로/로맨스,청소년관람가,3,2012,2,27,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,276,20173826,구세주: 리턴즈,4.052,121,코미디,청소년관람가,9,2017,4,32,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,277,19760017,진짜 진짜 잊지마,0.207,1,드라마,청소년관람가,2,1976,1,8,7.9,,,,,,,,,,
278,278,20165042,빅뱅 메이드,56.2,1,다큐멘터리,청소년관람가,6,2016,3,31,8.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,279,20000044,공동경비구역 JSA,1.089,1,드라마,청소년관람가,9,2000,4,19,9.27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
280,280,20080697,안녕하세요 하나님,0.19899999999999998,1,드라마,청소년관람가,12,1987,1,13,8.77,,,,,,,,,,
281,281,20162343,악녀,1207.119,40,액션,18세이상관람가,6,2017,3,32,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,282,20100511,지옥화,3.448,1,멜로/로맨스,미정,4,1958,2,2,7.8,,,,,,,,,,
283,283,20166384,하루,1129.233,4,스릴러,청소년관람가,6,2017,3,32,7.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,284,20169348,대립군,837.31,3,드라마,청소년관람가,5,2017,2,32,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,285,20162722,보안관,2587.6479999999997,2,범죄,청소년관람가,5,2017,2,32,8.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,286,19560023,격퇴,0.401,1,전쟁,청소년관람가,4,1956,2,1,4.8,,,,,,,,,,
287,287,20175581,파워배틀 와치카: 와치가면의 역습,23.136,2,애니메이션,전체관람가,6,2017,3,32,8.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,288,20177223,청춘 합창단 - 또 하나의 꿈,5.041,38,다큐멘터리,전체관람가,6,2017,3,32,8.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,289,20156708,석조저택 살인사건,351.342,7,스릴러,청소년관람가,5,2017,2,32,7.63,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
290,290,20162871,특별시민,1362.434,6,드라마,청소년관람가,4,2017,2,32,7.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
291,291,20161726,임금님의 사건수첩,1634.0379999999998,5,코미디,청소년관람가,4,2017,2,32,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
292,292,20144444,아가씨,4288.53,1,스릴러,18세이상관람가,6,2016,3,31,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
293,293,19550028,미망인,1.195,1,드라마,18세이상관람가,12,1955,1,0,8.8,,,,,,,,,,
294,294,20173061,슈퍼 빼꼼: 스파이 대작전,98.02,10,애니메이션,전체관람가,5,2017,2,32,8.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,295,20174165,극장판 또봇: 로봇군단의 습격,141.57299999999995,4,애니메이션,전체관람가,4,2017,2,32,9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,296,20162181,프리즌,2931.897,5,범죄,18세이상관람가,3,2017,2,32,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,297,19800040,미워도 다시 한번 '80,2.141,1,드라마,청소년관람가,6,1980,3,9,5.0,,,,,,,,,,
298,298,20167901,어느날,234.58599999999998,5,멜로/로맨스,청소년관람가,4,2017,2,32,8.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,299,20080893,렌의 애가,1.65,1,드라마,청소년관람가,1,1969,1,4,6.0,,,,,,,,,,
300,300,20161923,시간위의 집,128.764,14,미스터리,청소년관람가,4,2017,2,32,8.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,301,20166421,재심,2420.9770000000008,2,드라마,청소년관람가,2,2017,1,32,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,302,20139183,역린,3849.7,1,사극,청소년관람가,4,2014,2,29,7.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
303,303,20150971,해빙,1204.384,4,스릴러,청소년관람가,3,2017,2,32,6.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
304,304,20162381,일사각오,94.825,1,드라마,청소년관람가,3,2016,2,31,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,305,20159657,최강전사 미니특공대: 영웅의 탄생,117.291,1,애니메이션,전체관람가,2,2016,1,31,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,306,20167902,보통사람,382.202,50,드라마,청소년관람가,3,2017,2,32,8.41,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
307,307,20161723,싱글라이더,351.276,1,드라마,청소년관람가,2,2017,1,32,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,308,20172401,왕을 참하라,4.188,1,드라마,18세이상관람가,3,2017,2,32,5.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,309,20167905,비정규직 특수요원,146.80200000000005,102,코미디,청소년관람가,3,2017,2,32,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,310,20168668,레이디버그,40.989,17,애니메이션,전체관람가,2,2017,1,32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,311,20144641,판도라,4583.645,1,드라마,청소년관람가,12,2016,1,31,8.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,312,20156562,루시드 드림,102.04700000000001,2,SF,청소년관람가,2,2017,1,32,5.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,313,19700035,미워도 다시 한번 3,1.9880000000000002,1,드라마,청소년관람가,1,1970,1,5,6.2,,,,,,,,,,
314,314,20151228,공조,7816.521,34,액션,청소년관람가,1,2017,1,32,8.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,315,20161366,"그래, 가족",46.378,5,코미디,청소년관람가,2,2017,1,32,8.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,316,19660041,물레방아,0.648,1,멜로/로맨스,청소년관람가,11,1966,4,3,6.67,,,,,,,,,,
317,317,19730023,흑권,0.5920000000000001,1,액션,청소년관람가,9,1973,4,6,6.25,,,,,,,,,,
318,318,20161725,마스터,7150.142,5,액션,청소년관람가,12,2016,1,31,8.14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
319,319,20145503,검은 사제들,5442.915,1,미스터리,청소년관람가,11,2015,4,30,8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,320,20150966,사랑하기 때문에,340.76599999999996,4,코미디,청소년관람가,1,2017,1,32,8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
