,Unnamed: 0,Code,Movie,Audience,Screen,genres,AgeRate,month,year,four_month,year_cat,Point,Top10배우,Age_Rate
300,300,20166421,재심,2420.9770000000008,2,드라마,청소년관람가,2,2017,1,32,8.54,0,2
302,302,20150971,해빙,1204.384,4,스릴러,청소년관람가,3,2017,2,32,6.58,1,2
303,303,20162381,일사각오,94.825,1,드라마,청소년관람가,3,2016,2,31,9.19,0,2
304,304,20159657,최강전사 미니특공대: 영웅의 탄생,117.291,1,애니메이션,전체관람가,2,2016,1,31,8.4,0,1
305,305,20167902,보통사람,382.202,50,드라마,청소년관람가,3,2017,2,32,8.41,1,2
306,306,20161723,싱글라이더,351.276,1,드라마,청소년관람가,2,2017,1,32,8.14,0,2
307,307,20172401,왕을 참하라,4.188,1,드라마,18세이상관람가,3,2017,2,32,5.07,0,0
308,308,20167905,비정규직 특수요원,146.80200000000005,102,코미디,청소년관람가,3,2017,2,32,6.63,0,2
309,309,20168668,레이디버그,40.989,17,애니메이션,전체관람가,2,2017,1,32,6.0,0,1
310,310,20144641,판도라,4583.645,1,드라마,청소년관람가,12,2016,1,31,8.49,0,2
311,311,20156562,루시드 드림,102.047,2,SF,청소년관람가,2,2017,1,32,5.86,0,2
313,313,20151228,공조,7816.521,34,액션,청소년관람가,1,2017,1,32,8.48,0,2
314,314,20161366,"그래, 가족",46.378,5,코미디,청소년관람가,2,2017,1,32,8.9,1,2
317,317,20161725,마스터,7150.142,5,액션,청소년관람가,12,2016,1,31,8.14,1,2
318,318,20145503,검은 사제들,5442.915,1,미스터리,청소년관람가,11,2015,4,30,8.45,0,2
319,319,20150966,사랑하기 때문에,340.766,4,코미디,청소년관람가,1,2017,1,32,8.35,1,2
320,320,20152371,"당신, 거기 있어줄래요",1168.597,5,판타지,청소년관람가,12,2016,1,31,8.85,0,2
322,322,20154661,형,2980.397,1,코미디,청소년관람가,11,2016,4,31,8.46,0,2
323,323,20155223,목숨 건 연애,47.805,6,멜로/로맨스,청소년관람가,12,2016,1,31,4.62,0,2
324,324,20153741,미씽: 사라진 여자,1153.109,1,미스터리,청소년관람가,11,2016,4,31,8.47,0,2
333,333,20154905,가려진 시간,510.728,5,드라마,청소년관람가,11,2016,4,31,8.45,1,2
334,334,20140704,비밀은 없다,250.829,1,스릴러,18세이상관람가,6,2016,3,31,6.42,0,0
336,336,20150979,덕혜옹주,5599.229,2,사극,청소년관람가,8,2016,3,31,8.52,1,2
337,337,20151022,걷기왕,95.393,1,드라마,청소년관람가,10,2016,4,31,8.05,0,2
338,338,20160472,두 남자,59.788,23,범죄,18세이상관람가,11,2016,4,31,7.61,1,0
339,339,20153444,럭키,6974.991,1,코미디,청소년관람가,10,2016,4,31,8.61,0,2
340,340,20163521,스플릿,757.863,4,드라마,청소년관람가,11,2016,4,31,9.07,0,2
341,341,20156250,인천상륙작전,7049.536999999998,1,전쟁,청소년관람가,7,2016,3,31,8.09,1,2
342,342,20153443,아수라,2594.028,2,범죄,18세이상관람가,9,2016,4,31,6.2,1,0
345,345,20163107,아더왕의 전설,0.847,2,공연,전체관람가,11,2016,4,31,8.92,0,1
346,346,20150564,혼숨,286.147,73,공포(호러),청소년관람가,10,2016,4,31,7.38,0,2
347,347,20150566,극장판 꼬마버스 타요의 에이스 구출작전,134.658,4,애니메이션,전체관람가,1,2016,1,31,8.72,0,1
348,348,20166541,달빛궁궐,152.634,4,애니메이션,전체관람가,9,2016,4,31,7.03,0,1
349,349,20159646,밀정,7499.738,3,액션,청소년관람가,9,2016,4,31,8.4,1,2
350,350,20159648,"고산자, 대동여지도",973.951,1,사극,전체관람가,9,2016,4,31,7.68,0,1
351,351,20162704,극장판 안녕 자두야,280.197,1,애니메이션,전체관람가,5,2016,2,31,7.93,0,1
352,352,20162022,대결,32.278,2,액션,청소년관람가,9,2016,4,31,6.84,0,2
353,353,20160041,인천상륙작전 : 익스텐디드 에디션(확장판),26.95,2,전쟁,청소년관람가,9,2016,4,31,6.84,1,2
354,354,20154910,터널,7120.241,17,드라마,청소년관람가,8,2016,3,31,8.41,1,2
355,355,20150968,국가대표 2,709.24,1,드라마,청소년관람가,8,2016,3,31,8.67,1,2
357,357,20161961,나는 증인이다,0.557,2,미스터리,청소년관람가,9,2016,4,31,7.04,0,2
358,358,20150901,올레,66.127,60,드라마,청소년관람가,8,2016,3,31,8.28,0,2
360,360,20152105,"시발, 놈: 인류의 시작",0.965,7,코미디,청소년관람가,8,2016,3,31,6.6,0,2
361,361,20159644,봉이 김선달,2049.396,5,사극,청소년관람가,7,2016,3,31,7.95,1,2
362,362,20156807,뽀로로 극장판 컴퓨터 왕국 대모험,445.36,1,애니메이션,전체관람가,12,2015,1,30,8.82,0,1
363,363,20156559,계춘할망,482.259,3,가족,청소년관람가,5,2016,2,31,8.71,1,2
365,365,20150972,굿바이 싱글,2103.766,129,코미디,청소년관람가,6,2016,3,31,8.22,1,2
367,367,20140194,곡성,6879.769,7,미스터리,청소년관람가,5,2016,2,31,7.61,1,2
368,368,20158982,트릭,37.76300000000001,5,스릴러,청소년관람가,7,2016,3,31,6.2,0,2
369,369,20154906,사냥,645.58,27,액션,청소년관람가,6,2016,3,31,6.51,1,2
371,371,20159645,특별수사: 사형수의 편지,1237.897,138,범죄,청소년관람가,6,2016,3,31,8.43,1,2
372,372,20158483,오빠생각,1069.864,1,드라마,청소년관람가,1,2016,1,31,8.6,0,2
374,374,20158242,무서운 이야기 3 : 화성에서 온 소녀,96.662,88,공포(호러),청소년관람가,6,2016,3,31,6.62,0,2
375,375,20162431,극장판 프랭키와 친구들: 생명의 나무,55.56800000000001,15,애니메이션,전체관람가,4,2016,2,31,8.6,0,1
376,376,20161364,귀향,3586.442,1,드라마,청소년관람가,2,2016,1,31,9.22,0,2
377,377,20143509,엽기적인 그녀 2,74.581,16,멜로/로맨스,청소년관람가,5,2016,2,31,3.32,0,2
378,378,20145506,해어화,484.735,3,사극,청소년관람가,4,2016,2,31,8.02,1,2
379,379,20159641,위대한 소원,307.332,17,코미디,청소년관람가,4,2016,2,31,7.76,0,2
380,380,20142621,시간이탈자,1202.05,21,스릴러,청소년관람가,4,2016,2,31,7.65,0,2
381,381,20152782,"날, 보러와요",1062.288,31,미스터리,18세이상관람가,4,2016,2,31,7.49,0,0
383,383,20136068,히말라야,7759.635,1,드라마,청소년관람가,12,2015,1,30,8.05,1,2
384,384,20150902,대배우,165.40099999999995,188,코미디,청소년관람가,3,2016,2,31,6.19,1,2
387,387,20145396,널 기다리며,633.2080000000002,48,스릴러,18세이상관람가,3,2016,2,31,8.05,0,0
388,388,20145507,검사외전,9706.777,4,범죄,청소년관람가,2,2016,1,31,8.06,1,2
389,389,20148048,베테랑,13414.136,1,액션,청소년관람가,8,2015,3,30,9.05,1,2
390,390,20148841,헬머니,523.494,1,코미디,18세이상관람가,3,2015,2,30,6.81,1,0
391,391,20161722,히야,21.501,16,드라마,청소년관람가,3,2016,2,31,9.19,0,2
392,392,20150977,좋아해줘,847.9119999999998,24,멜로/로맨스,청소년관람가,2,2016,1,31,8.35,0,2
393,393,20151021,순정,239.366,3,드라마,청소년관람가,2,2016,1,31,8.86,0,2
394,394,20145171,대호,1762.569,1,사극,청소년관람가,12,2015,1,30,8.07,1,2
395,395,20152541,무수단,12.952,228,미스터리,청소년관람가,3,2016,2,31,3.04,0,2
396,396,20150903,번개맨,68.734,8,판타지,전체관람가,2,2016,1,31,6.4,0,1
397,397,20157466,"로봇, 소리",475.622,49,드라마,청소년관람가,1,2016,1,31,8.66,0,2
398,398,20150025,내부자들: 디 오리지널,2082.913,39,범죄,18세이상관람가,12,2015,1,30,9.02,1,0
399,399,20068576,그날의 분위기,651.612,17,멜로/로맨스,청소년관람가,1,2016,1,31,7.14,0,2
400,400,20142641,나를 잊지 말아요,427.19,6,멜로/로맨스,청소년관람가,1,2016,1,31,6.95,0,2
401,401,20144442,조선마술사,627.379,53,드라마,청소년관람가,12,2015,1,30,7.05,0,2
402,402,20152370,잡아야 산다,54.27,24,코미디,청소년관람가,1,2016,1,31,5.57,0,2
404,404,20156748,열정같은소리하고있네,654.4069999999998,1,드라마,청소년관람가,11,2015,4,30,7.61,1,2
405,405,20149299,파일 : 4022일의 사육,1.286,4,미스터리,18세이상관람가,12,2015,1,30,3.35,0,0
406,406,20149266,차이나타운,1472.102,1,범죄,18세이상관람가,4,2015,2,30,6.97,0,0
407,407,20147130,타투,11.866,3,스릴러,18세이상관람가,12,2015,1,30,6.48,0,0
408,408,20156557,탐정 : 더 비기닝,2625.686,2,코미디,청소년관람가,9,2015,4,30,8.6,1,2
409,409,20157176,오디세오,0.862,1,공연,전체관람가,10,2015,4,30,8.12,0,1
410,410,20140144,도리화가,316.31,35,사극,청소년관람가,11,2015,4,30,5.72,0,2
411,411,20159002,서태지밴드 콘서트투어 '콰이어트나이트',5.3610000000000015,6,공연,전체관람가,11,2015,4,30,9.43,0,1
413,413,20158682,꾸루꾸루와 친구들: 무지개 나무의 비밀,6.7360000000000015,9,애니메이션,전체관람가,11,2015,4,30,6.66,0,1
414,414,20143513,미쓰 와이프,988.391,2,코미디,청소년관람가,8,2015,3,30,8.94,1,2
415,415,20148851,암살,12704.656,6,액션,청소년관람가,7,2015,3,30,9.0,1,2
416,416,20145501,돌연변이,100.498,7,드라마,청소년관람가,10,2015,4,30,7.19,1,2
417,417,20157465,그놈이다,1045.218,35,스릴러,청소년관람가,10,2015,4,30,7.61,0,2
418,418,20157464,더 폰,1593.592,7,스릴러,청소년관람가,10,2015,4,30,7.5,0,2
419,419,20142855,성난 변호사,1127.747,21,범죄,청소년관람가,10,2015,4,30,8.15,0,2
420,420,20149961,미안해 사랑해 고마워,50.57100000000001,5,드라마,청소년관람가,10,2015,4,30,7.4,0,2
